station_name,timestamp,groundwaterlevel_mbgl,rainfall_mm,temperature_c,ph,turbidity_ntu,tds_ppm
GWS050,2024-08-25,29.02,11.3,27.4,7.97,6.35,1360
GWS050,2024-09-01,26.32,0.0,29.4,7.68,3.29,1589
GWS050,2024-09-08,27.17,22.4,21.3,7.5,6.95,1536
GWS050,2024-09-15,28.64,0.0,21.8,7.66,3.68,1584
GWS050,2024-09-22,28.97,28.6,25.0,7.95,4.62,1517
GWS050,2024-09-29,27.58,20.0,19.6,7.8,5.3,1491
GWS050,2024-10-06,35.43,0.0,22.9,7.89,3.64,1782
GWS050,2024-10-13,34.7,0.0,15.3,7.8,3.71,1625
GWS050,2024-10-20,33.41,0.0,15.8,7.95,3.79,1706
GWS050,2024-10-27,33.83,0.0,15.6,7.47,3.85,1592
GWS050,2024-11-03,33.06,18.3,14.1,8.04,6.8,1686
GWS050,2024-11-10,33.89,37.2,13.4,7.88,8.34,1660
GWS050,2024-11-17,33.95,0.0,15.0,7.65,3.06,1707
GWS050,2024-11-24,33.03,0.0,8.4,8.1,3.13,1650
GWS050,2024-12-01,32.91,0.0,8.0,8.01,3.24,1653
GWS050,2024-12-08,33.27,0.0,8.0,7.87,3.57,1574
GWS050,2024-12-15,34.2,0.0,8.0,7.6,3.09,1696
GWS050,2024-12-22,33.32,0.0,8.0,7.92,3.43,1584
GWS050,2024-12-29,32.97,4.6,8.0,7.63,2.99,1641
GWS050,2025-01-05,33.9,0.0,8.0,7.82,3.07,1688
GWS050,2025-01-12,33.95,17.6,8.0,7.73,3.88,1661
GWS050,2025-01-19,32.82,0.0,8.0,7.75,3.79,1580
GWS050,2025-01-26,32.86,0.0,8.0,8.0,3.04,1852
GWS050,2025-02-02,34.64,0.0,8.0,7.75,3.6,1717
GWS050,2025-02-09,34.14,0.0,8.0,8.07,3.06,1576
GWS050,2025-02-16,34.27,8.2,13.2,7.6,3.2,1607
GWS050,2025-02-23,34.35,0.0,8.0,7.82,3.43,1615
GWS050,2025-03-02,36.64,0.0,15.8,7.73,3.14,1717
GWS050,2025-03-09,36.24,25.9,24.9,7.89,4.73,1763
GWS050,2025-03-16,36.38,33.0,22.1,8.0,6.87,1840
GWS050,2025-03-23,36.41,0.0,30.3,7.5,3.73,1621
GWS050,2025-03-30,36.62,47.5,31.0,8.0,8.48,1707
GWS050,2025-04-06,37.13,0.0,39.7,7.97,3.71,1811
GWS050,2025-04-13,38.63,63.3,38.7,8.1,8.38,1558
GWS050,2025-04-20,39.49,0.0,43.9,7.87,3.83,1708
GWS050,2025-04-27,39.65,0.0,40.6,7.82,3.22,1458
GWS050,2025-05-04,35.89,0.0,44.1,7.62,3.54,1612
GWS050,2025-05-11,38.61,0.0,43.5,7.71,3.77,1626
GWS050,2025-05-18,36.97,0.0,45.0,7.76,3.52,1549
GWS050,2025-05-25,38.06,20.6,45.0,8.16,6.22,1639
RFS001,2023-01-01,13.87,0.0,8.0,7.59,3.8,437
RFS001,2023-01-08,13.07,2.0,8.0,7.42,4.62,431
RFS001,2023-01-15,14.1,0.0,8.0,7.45,4.1,458
RFS001,2023-01-22,13.19,0.0,8.0,7.3,4.1,462
RFS001,2023-01-29,14.34,2.6,9.8,7.46,4.51,408
RFS001,2023-02-05,13.26,0.0,14.8,7.64,3.92,549
RFS001,2023-02-12,13.73,0.0,10.4,7.73,3.94,503
RFS001,2023-02-19,14.0,0.0,13.6,7.67,4.51,476
RFS001,2023-02-26,12.99,0.0,13.6,7.56,3.83,501
RFS001,2023-03-05,17.93,17.6,26.7,7.36,8.16,446
RFS001,2023-03-12,14.82,0.0,27.6,7.41,4.6,402
RFS001,2023-03-19,15.72,0.0,27.6,7.61,4.74,604
RFS001,2023-03-26,15.4,0.0,32.1,7.36,4.05,578
RFS001,2023-04-02,15.86,0.0,42.6,7.74,4.3,390
RFS001,2023-04-09,18.04,0.0,41.2,7.29,4.61,442
RFS001,2023-04-16,19.73,27.5,45.0,7.14,7.26,637
RFS001,2023-04-23,15.91,0.0,45.0,7.59,4.16,513
RFS001,2023-04-30,16.19,0.0,45.0,7.4,4.32,481
RFS001,2023-05-07,17.0,0.0,45.0,7.29,3.82,552
RFS001,2023-05-14,19.13,0.0,45.0,7.36,3.99,501
RFS001,2023-05-21,18.96,0.0,45.0,7.48,3.89,586
RFS001,2023-05-28,16.99,0.0,45.0,7.54,3.79,502
RFS001,2023-06-04,10.39,8.4,42.4,7.58,3.94,620
RFS001,2023-06-11,11.0,0.0,41.1,7.61,3.96,408
RFS001,2023-06-18,10.82,0.0,45.0,7.86,3.95,653
RFS001,2023-06-25,6.21,24.3,43.3,7.33,4.89,445
RFS001,2023-07-02,6.45,0.0,45.0,7.39,3.85,557
RFS001,2023-07-09,8.2,0.0,40.8,7.4,3.79,426
RFS001,2023-07-16,6.3,0.0,38.2,7.66,4.25,557
RFS001,2023-07-23,7.15,0.0,36.3,7.52,3.95,432
RFS001,2023-07-30,7.73,79.8,37.2,7.66,7.86,530
RFS001,2023-08-06,6.3,36.9,36.3,7.35,7.78,479
RFS001,2023-08-13,9.35,11.7,35.1,7.63,7.35,351
RFS001,2023-08-20,5.41,28.9,33.6,7.54,5.29,607
RFS001,2023-08-27,7.46,0.0,28.5,7.55,3.84,388
RFS001,2023-09-03,5.39,0.0,32.5,7.81,4.51,392
RFS001,2023-09-10,8.72,9.0,29.7,7.68,3.97,572
RFS001,2023-09-17,5.82,0.0,24.4,7.38,4.73,468
RFS001,2023-09-24,6.95,0.0,28.4,7.42,4.48,426
RFS001,2023-10-01,12.46,0.0,24.5,7.44,4.4,401
RFS001,2023-10-08,12.01,0.0,21.6,7.19,4.56,477
RFS001,2023-10-15,13.19,0.0,21.4,7.76,3.96,629
RFS001,2023-10-22,12.63,0.0,20.5,7.34,4.18,571
RFS001,2023-10-29,13.12,38.7,22.6,7.72,6.82,594
RFS001,2023-11-05,13.47,33.8,17.5,7.45,6.72,610
RFS001,2023-11-12,13.21,0.0,18.8,7.66,4.38,427
RFS001,2023-11-19,14.33,0.0,14.0,7.45,4.32,423
RFS001,2023-11-26,12.76,0.0,17.6,7.65,4.71,429
RFS001,2023-12-03,12.01,0.0,10.0,7.66,4.11,574
RFS001,2023-12-10,12.39,0.0,8.0,7.47,4.13,486
RFS001,2023-12-17,12.43,0.0,8.0,7.13,4.04,606
RFS001,2023-12-24,12.72,0.0,8.0,7.85,4.25,401
RFS001,2023-12-31,12.73,0.0,8.0,7.42,4.52,582
RFS001,2024-01-07,12.38,0.0,8.0,7.54,4.51,640
RFS001,2024-01-14,11.87,17.2,8.0,7.68,7.59,599
RFS001,2024-01-21,12.25,0.0,8.0,7.4,4.2,498
RFS001,2024-01-28,11.61,0.0,8.0,7.57,4.0,358
RFS001,2024-02-04,12.9,0.0,8.0,7.52,4.68,585
RFS001,2024-02-11,11.41,11.5,8.0,7.21,4.8,583
RFS001,2024-02-18,11.41,0.0,8.0,7.17,4.16,501
RFS001,2024-02-25,12.16,0.0,11.5,7.5,3.91,428
RFS001,2024-03-03,14.91,0.0,26.7,7.85,4.57,580
RFS001,2024-03-10,13.14,0.0,26.8,7.5,3.85,463
RFS001,2024-03-17,16.96,0.0,28.1,7.36,4.52,526
RFS001,2024-03-24,15.34,0.0,29.7,7.45,3.8,626
RFS001,2024-03-31,13.95,33.7,29.6,7.56,8.99,590
RFS001,2024-04-07,15.94,0.0,45.0,7.61,4.55,574
RFS001,2024-04-14,17.95,0.0,45.0,7.51,4.36,572
RFS001,2024-04-21,16.77,0.0,45.0,7.62,4.33,560
RFS001,2024-04-28,14.36,0.0,45.0,7.88,4.57,575
RFS001,2024-05-05,16.1,0.0,44.7,7.4,4.19,381
RFS001,2024-05-12,17.91,0.0,45.0,7.26,4.45,363
RFS001,2024-05-19,17.5,0.0,45.0,7.62,4.0,486
RFS001,2024-05-26,16.83,0.0,45.0,7.71,4.45,628
RFS001,2024-06-02,9.34,279.8,38.9,7.75,15.0,390
RFS001,2024-06-09,5.57,9.3,43.7,7.28,4.06,693
RFS001,2024-06-16,7.52,242.1,43.2,7.95,15.0,519
RFS001,2024-06-23,8.04,11.4,42.4,7.21,8.49,533
RFS001,2024-06-30,5.7,0.0,42.7,7.2,4.71,584
RFS001,2024-07-07,5.61,23.1,40.5,7.46,7.94,545
RFS001,2024-07-14,5.87,102.9,42.0,7.64,15.0,417
RFS001,2024-07-21,4.75,319.1,36.0,7.29,15.0,568
RFS001,2024-07-28,6.6,0.0,41.0,7.23,4.14,593
RFS001,2024-08-04,8.11,0.0,37.2,7.38,3.8,480
RFS001,2024-08-11,3.24,45.0,32.9,7.66,7.9,506
RFS001,2024-08-18,7.82,62.2,38.5,7.11,11.43,561
RFS001,2024-08-25,6.83,69.8,32.9,7.57,7.83,579
RFS001,2024-09-01,6.05,0.0,28.5,7.2,4.63,489
RFS001,2024-09-08,8.06,44.8,30.6,7.57,9.16,509
RFS001,2024-09-15,6.47,79.7,27.2,7.36,11.59,370
RFS001,2024-09-22,6.42,114.1,30.2,7.55,15.0,581
RFS001,2024-09-29,3.73,0.0,23.3,7.52,3.87,518
RFS001,2024-10-06,13.03,0.0,19.9,7.62,4.63,402
RFS001,2024-10-13,12.48,0.0,21.2,7.32,4.37,466
RFS001,2024-10-20,13.16,0.0,21.6,7.6,4.69,461
RFS001,2024-10-27,10.91,12.6,19.6,7.18,8.13,512
RFS001,2024-11-03,11.68,0.0,14.3,7.39,3.99,366
RFS001,2024-11-10,10.67,0.0,17.0,7.2,4.37,562
RFS001,2024-11-17,10.7,0.0,17.8,7.26,4.6,469
RFS001,2024-11-24,12.91,0.0,12.1,7.32,4.42,505
RFS001,2024-12-01,10.33,0.0,8.3,7.64,4.35,381
RFS001,2024-12-08,12.13,0.0,8.0,7.83,4.56,574
RFS001,2024-12-15,10.93,0.0,8.0,7.26,4.64,459
RFS001,2024-12-22,10.34,0.0,8.0,7.38,4.4,578
RFS001,2024-12-29,10.83,0.0,8.0,7.64,3.88,525
RFS001,2025-01-05,11.56,1.8,9.2,7.46,3.99,540
RFS001,2025-01-12,10.84,0.0,8.0,7.7,4.35,601
RFS001,2025-01-19,10.9,0.0,8.0,7.29,4.33,571
RFS001,2025-01-26,11.92,0.0,8.0,7.48,4.47,535
RFS001,2025-02-02,11.72,0.0,11.3,7.42,4.35,456
RFS001,2025-02-09,11.9,0.0,10.4,7.56,3.77,532
RFS001,2025-02-16,11.68,0.0,8.9,7.32,4.37,655
RFS001,2025-02-23,11.13,0.0,17.4,7.5,3.84,626
RFS001,2025-03-02,14.9,0.0,22.4,7.65,4.11,475
RFS001,2025-03-09,14.21,0.0,24.8,7.11,4.39,489
RFS001,2025-03-16,14.57,80.5,28.6,7.41,15.0,681
RFS001,2025-03-23,11.88,0.0,32.3,7.77,3.95,626
RFS001,2025-03-30,12.55,0.0,31.0,7.28,4.14,535
RFS001,2025-04-06,14.12,0.0,41.7,7.42,4.06,582
RFS001,2025-04-13,13.99,0.0,43.4,7.42,3.84,517
RFS001,2025-04-20,14.28,0.0,45.0,7.51,4.28,635
RFS001,2025-04-27,14.97,0.0,45.0,7.36,4.19,535
RFS001,2025-05-04,15.5,18.8,45.0,7.46,6.69,553
RFS001,2025-05-11,16.24,0.0,45.0,7.28,4.13,547
RFS001,2025-05-18,18.29,0.0,45.0,7.61,4.69,564
RFS001,2025-05-25,15.52,0.0,45.0,7.66,4.43,609
RFS002,2023-01-01,10.47,0.0,9.4,6.99,2.35,350
RFS002,2023-01-08,11.12,0.0,8.9,7.54,2.42,524
RFS002,2023-01-15,11.38,0.0,8.7,7.37,2.13,509
RFS002,2023-01-22,11.95,0.0,11.1,7.46,2.73,383
RFS002,2023-01-29,11.9,0.0,8.0,6.97,1.92,471
RFS002,2023-02-05,11.29,0.0,12.7,7.34,2.61,415
RFS002,2023-02-12,10.3,0.0,15.0,7.36,2.53,489
RFS002,2023-02-19,11.13,0.0,13.6,7.26,2.14,443
RFS002,2023-02-26,11.89,0.0,18.6,7.33,2.53,578
RFS002,2023-03-05,13.55,0.0,26.6,7.36,2.24,451
RFS002,2023-03-12,13.76,48.8,26.3,7.21,4.29,537
RFS002,2023-03-19,12.39,0.0,28.7,7.54,2.46,448
RFS002,2023-03-26,12.59,52.0,31.1,7.3,3.46,580
RFS002,2023-04-02,13.45,0.0,43.6,6.9,2.45,438
RFS002,2023-04-09,15.71,0.0,45.0,7.33,2.06,496
RFS002,2023-04-16,15.78,0.0,45.0,7.07,2.48,518
RFS002,2023-04-23,13.62,0.0,45.0,7.2,2.66,458
RFS002,2023-04-30,15.76,0.0,45.0,7.28,2.24,497
RFS002,2023-05-07,15.83,0.0,45.0,7.37,2.06,527
RFS002,2023-05-14,16.89,26.2,45.0,6.98,4.54,550
RFS002,2023-05-21,16.99,0.0,45.0,7.09,1.89,427
RFS002,2023-05-28,16.34,0.0,45.0,7.29,2.35,428
RFS002,2023-06-04,6.62,0.0,45.0,7.28,1.91,592
RFS002,2023-06-11,7.54,0.0,45.0,7.0,2.2,572
RFS002,2023-06-18,8.16,0.0,45.0,7.4,2.29,472
RFS002,2023-06-25,6.15,86.8,43.6,7.36,11.13,389
RFS002,2023-07-02,4.68,60.0,44.3,6.75,3.57,464
RFS002,2023-07-09,4.5,0.0,40.8,7.04,2.1,590
RFS002,2023-07-16,3.67,14.6,42.7,7.04,3.19,469
RFS002,2023-07-23,3.26,0.0,41.1,7.64,2.71,577
RFS002,2023-07-30,7.55,225.4,41.7,7.3,14.07,462
RFS002,2023-08-06,2.53,23.4,39.6,7.16,2.51,485
RFS002,2023-08-13,2.78,31.6,39.5,7.34,5.09,482
RFS002,2023-08-20,6.68,6.7,39.8,7.51,2.22,521
RFS002,2023-08-27,3.35,321.1,34.9,7.09,10.2,561
RFS002,2023-09-03,5.92,133.2,31.4,7.39,9.4,376
RFS002,2023-09-10,4.7,0.0,29.1,7.18,2.04,493
RFS002,2023-09-17,2.87,91.3,27.7,7.23,13.25,528
RFS002,2023-09-24,4.31,13.4,29.4,6.96,4.1,484
RFS002,2023-10-01,9.34,0.0,28.1,7.34,1.88,637
RFS002,2023-10-08,8.83,22.4,27.1,7.0,4.57,398
RFS002,2023-10-15,10.62,37.9,29.0,7.51,4.99,584
RFS002,2023-10-22,9.98,0.0,26.7,7.01,1.79,427
RFS002,2023-10-29,9.55,0.0,19.9,7.05,2.72,639
RFS002,2023-11-05,8.99,20.7,23.2,7.04,3.68,492
RFS002,2023-11-12,9.03,12.0,21.3,7.51,3.01,529
RFS002,2023-11-19,10.42,0.0,14.8,7.35,1.95,540
RFS002,2023-11-26,9.76,0.0,17.9,7.14,2.27,508
RFS002,2023-12-03,9.53,0.0,8.0,6.86,2.63,631
RFS002,2023-12-10,8.97,0.0,8.0,7.4,1.99,582
RFS002,2023-12-17,10.3,0.0,8.0,7.08,1.98,665
RFS002,2023-12-24,9.85,0.0,8.0,7.27,2.33,511
RFS002,2023-12-31,10.55,0.0,8.0,7.14,2.08,462
RFS002,2024-01-07,9.18,12.4,8.0,7.06,3.61,489
RFS002,2024-01-14,10.58,0.0,11.9,7.38,1.83,507
RFS002,2024-01-21,9.81,0.0,8.0,7.33,1.86,497
RFS002,2024-01-28,8.83,0.0,14.6,7.37,1.96,540
RFS002,2024-02-04,10.75,0.0,13.8,7.18,2.48,449
RFS002,2024-02-11,9.3,0.0,12.7,7.48,2.31,368
RFS002,2024-02-18,9.7,0.0,17.2,7.4,2.49,438
RFS002,2024-02-25,10.51,0.0,16.2,7.28,1.84,494
RFS002,2024-03-03,12.65,0.0,26.3,7.4,2.18,576
RFS002,2024-03-10,11.35,0.0,28.2,7.07,2.79,511
RFS002,2024-03-17,12.87,0.0,30.6,6.88,2.49,624
RFS002,2024-03-24,10.53,0.0,32.4,7.05,1.94,498
RFS002,2024-03-31,11.26,0.0,37.7,7.32,2.19,513
RFS002,2024-04-07,14.99,0.0,45.0,7.42,2.54,443
RFS002,2024-04-14,14.56,0.0,45.0,7.29,2.17,619
RFS002,2024-04-21,13.93,0.0,45.0,7.42,1.91,501
RFS002,2024-04-28,16.24,0.0,45.0,7.53,1.81,584
RFS002,2024-05-05,14.96,0.0,45.0,7.19,2.67,487
RFS002,2024-05-12,12.95,0.0,45.0,6.91,2.4,580
RFS002,2024-05-19,15.8,0.0,45.0,7.06,2.14,607
RFS002,2024-05-26,13.28,14.2,45.0,7.33,3.89,551
RFS002,2024-06-02,6.86,19.7,43.0,7.25,3.21,354
RFS002,2024-06-09,4.34,14.4,40.8,7.37,4.15,453
RFS002,2024-06-16,5.43,20.5,43.1,7.39,3.44,556
RFS002,2024-06-23,5.58,8.8,43.5,6.97,1.86,463
RFS002,2024-06-30,5.38,0.0,42.8,7.11,1.92,398
RFS002,2024-07-07,3.57,31.5,45.0,7.38,4.83,530
RFS002,2024-07-14,4.53,0.0,40.3,7.29,2.78,431
RFS002,2024-07-21,6.02,17.5,39.9,7.07,3.08,508
RFS002,2024-07-28,5.55,31.6,37.4,7.12,6.97,450
RFS002,2024-08-04,3.17,88.6,43.6,7.47,13.16,441
RFS002,2024-08-11,4.69,0.0,36.2,7.54,1.95,648
RFS002,2024-08-18,4.99,26.1,38.4,6.86,2.88,405
RFS002,2024-08-25,2.0,57.3,32.5,7.33,5.08,489
RFS002,2024-09-01,2.73,46.8,35.3,7.34,4.03,530
RFS002,2024-09-08,2.0,30.9,27.4,6.94,5.72,618
RFS002,2024-09-15,3.2,63.9,29.3,7.09,4.08,550
RFS002,2024-09-22,3.66,0.0,31.3,7.02,2.21,495
RFS002,2024-09-29,2.0,65.7,26.1,6.88,5.2,611
RFS002,2024-10-06,7.95,0.0,24.2,7.32,1.8,468
RFS002,2024-10-13,8.81,0.0,22.9,7.32,2.38,450
RFS002,2024-10-20,9.37,0.0,25.0,7.51,2.23,517
RFS002,2024-10-27,8.59,0.0,23.8,7.3,2.31,470
RFS002,2024-11-03,9.79,0.0,22.2,6.97,2.3,662
RFS002,2024-11-10,10.0,0.0,20.0,7.04,2.15,404
RFS002,2024-11-17,9.91,0.0,16.5,6.91,2.06,399
RFS002,2024-11-24,7.1,0.0,15.8,7.0,2.65,489
RFS002,2024-12-01,9.03,0.0,8.0,7.15,1.99,585
RFS002,2024-12-08,8.48,0.0,8.0,6.95,1.9,475
RFS002,2024-12-15,9.37,0.0,8.0,6.98,2.15,498
RFS002,2024-12-22,9.04,0.0,9.0,7.36,2.18,481
RFS002,2024-12-29,8.32,0.0,12.7,7.37,2.59,605
RFS002,2025-01-05,8.94,0.0,8.3,7.39,2.73,497
RFS002,2025-01-12,7.93,0.0,8.0,7.07,2.54,604
RFS002,2025-01-19,9.36,0.0,10.9,7.59,2.11,429
RFS002,2025-01-26,8.88,0.0,11.7,7.17,2.78,377
RFS002,2025-02-02,7.95,0.0,16.2,6.95,2.35,403
RFS002,2025-02-09,8.18,0.0,14.4,7.08,1.98,421
RFS002,2025-02-16,9.58,0.0,15.4,6.97,1.82,483
RFS002,2025-02-23,9.6,0.0,11.6,7.16,1.93,597
RFS002,2025-03-02,12.35,0.0,27.9,7.35,2.54,486
RFS002,2025-03-09,11.57,0.0,27.1,6.9,1.98,363
RFS002,2025-03-16,10.46,0.0,24.5,7.22,2.43,452
RFS002,2025-03-23,11.5,73.3,31.8,6.98,4.54,588
RFS002,2025-03-30,11.0,0.0,33.5,7.0,2.68,549
RFS002,2025-04-06,15.56,0.0,41.3,7.52,1.9,415
RFS002,2025-04-13,12.49,46.9,45.0,7.1,3.72,578
RFS002,2025-04-20,12.33,0.0,45.0,7.27,2.37,555
RFS002,2025-04-27,10.89,0.0,45.0,7.21,2.32,489
RFS002,2025-05-04,11.71,0.0,45.0,7.06,1.79,514
RFS002,2025-05-11,13.23,4.2,45.0,6.87,2.19,593
RFS002,2025-05-18,13.31,12.0,45.0,7.21,4.27,448
RFS002,2025-05-25,12.67,0.0,45.0,7.09,2.69,517
RFS003,2023-01-01,22.37,0.0,8.6,7.44,2.56,200
RFS003,2023-01-08,22.83,0.0,8.0,7.52,2.3,343
RFS003,2023-01-15,22.01,0.0,8.0,7.41,2.34,383
RFS003,2023-01-22,22.22,0.0,11.1,7.0,2.79,200
RFS003,2023-01-29,23.95,0.0,8.0,7.48,2.3,274
RFS003,2023-02-05,23.77,0.0,8.0,7.08,2.01,372
RFS003,2023-02-12,22.22,0.0,8.6,7.33,2.82,327
RFS003,2023-02-19,22.59,0.0,14.7,7.06,2.91,201
RFS003,2023-02-26,22.21,0.0,17.2,7.28,2.5,362
RFS003,2023-03-05,25.8,0.0,27.2,7.13,2.3,386
RFS003,2023-03-12,24.56,0.0,27.2,7.3,2.77,200
RFS003,2023-03-19,25.65,0.0,24.6,7.23,2.23,380
RFS003,2023-03-26,24.92,0.0,34.5,7.31,2.2,406
RFS003,2023-04-02,24.55,67.1,45.0,7.37,6.03,360
RFS003,2023-04-09,28.84,0.0,44.0,7.12,2.92,365
RFS003,2023-04-16,24.49,74.0,45.0,7.12,3.59,223
RFS003,2023-04-23,28.79,0.0,43.9,7.17,2.31,285
RFS003,2023-04-30,29.31,0.0,45.0,7.29,2.26,302
RFS003,2023-05-07,26.18,0.0,45.0,7.12,2.29,234
RFS003,2023-05-14,26.76,0.0,45.0,7.0,2.53,244
RFS003,2023-05-21,25.85,0.0,45.0,7.56,2.41,345
RFS003,2023-05-28,26.98,0.0,45.0,7.0,2.74,352
RFS003,2023-06-04,19.84,0.0,43.9,7.47,2.77,232
RFS003,2023-06-11,17.61,61.9,39.2,7.37,5.13,247
RFS003,2023-06-18,17.0,145.7,43.5,7.26,11.04,261
RFS003,2023-06-25,16.52,36.2,43.5,7.44,5.19,257
RFS003,2023-07-02,17.6,24.9,42.1,7.25,3.8,200
RFS003,2023-07-09,16.74,0.0,40.0,7.29,2.36,200
RFS003,2023-07-16,18.88,27.3,42.0,6.84,5.22,335
RFS003,2023-07-23,18.81,25.0,37.6,7.02,4.01,201
RFS003,2023-07-30,15.64,275.8,35.2,6.97,14.77,257
RFS003,2023-08-06,16.72,0.0,35.0,7.54,2.7,411
RFS003,2023-08-13,15.3,0.0,36.0,7.25,2.61,306
RFS003,2023-08-20,15.24,0.0,34.8,7.19,2.48,443
RFS003,2023-08-27,16.56,28.2,33.7,7.17,4.3,232
RFS003,2023-09-03,15.25,0.0,29.7,7.31,2.97,384
RFS003,2023-09-10,14.25,0.0,33.0,7.27,2.29,252
RFS003,2023-09-17,16.17,0.0,29.5,7.17,2.49,250
RFS003,2023-09-24,15.34,19.5,25.6,6.98,2.66,370
RFS003,2023-10-01,21.5,0.0,26.8,7.19,2.21,361
RFS003,2023-10-08,21.56,5.9,25.6,7.36,2.97,375
RFS003,2023-10-15,22.21,0.0,20.0,7.37,2.07,323
RFS003,2023-10-22,21.5,0.0,21.8,7.28,2.93,347
RFS003,2023-10-29,21.42,0.0,21.1,7.58,2.01,332
RFS003,2023-11-05,22.89,0.0,17.4,6.93,2.98,338
RFS003,2023-11-12,20.2,0.0,21.4,6.99,2.14,316
RFS003,2023-11-19,21.56,22.6,16.4,7.31,3.45,413
RFS003,2023-11-26,20.84,47.4,14.8,7.39,4.44,389
RFS003,2023-12-03,21.05,0.0,8.0,6.93,2.03,282
RFS003,2023-12-10,22.25,0.0,9.3,7.09,2.54,200
RFS003,2023-12-17,20.81,0.0,8.0,7.09,2.39,318
RFS003,2023-12-24,21.22,0.0,8.0,6.93,2.4,421
RFS003,2023-12-31,21.44,0.0,8.0,7.03,2.24,296
RFS003,2024-01-07,22.21,0.0,8.0,7.22,2.21,277
RFS003,2024-01-14,21.48,0.0,8.0,7.24,2.52,281
RFS003,2024-01-21,22.56,0.0,8.0,6.91,2.17,260
RFS003,2024-01-28,21.7,14.1,8.0,7.1,2.95,200
RFS003,2024-02-04,21.27,0.0,8.8,7.23,2.78,200
RFS003,2024-02-11,21.04,11.3,8.0,7.13,3.37,267
RFS003,2024-02-18,21.61,0.0,13.0,7.11,2.85,311
RFS003,2024-02-25,21.7,0.0,17.2,6.89,2.16,228
RFS003,2024-03-03,26.27,65.8,20.6,7.11,3.7,366
RFS003,2024-03-10,23.87,30.9,30.8,6.89,6.74,333
RFS003,2024-03-17,24.78,45.9,31.3,7.4,7.21,287
RFS003,2024-03-24,23.31,0.0,33.6,7.24,2.93,393
RFS003,2024-03-31,25.7,0.0,33.3,7.32,2.88,447
RFS003,2024-04-07,28.04,0.0,44.2,7.2,2.27,394
RFS003,2024-04-14,26.81,0.0,45.0,7.11,2.74,225
RFS003,2024-04-21,25.91,0.0,45.0,7.38,2.54,347
RFS003,2024-04-28,24.94,0.0,45.0,7.03,2.57,235
RFS003,2024-05-05,25.33,0.0,45.0,7.38,2.28,276
RFS003,2024-05-12,27.36,0.0,45.0,7.3,2.92,400
RFS003,2024-05-19,25.54,0.0,45.0,6.96,2.54,243
RFS003,2024-05-26,26.02,0.0,45.0,6.93,2.88,253
RFS003,2024-06-02,17.07,0.0,43.3,7.59,2.53,442
RFS003,2024-06-09,17.7,0.0,45.0,6.91,2.08,238
RFS003,2024-06-16,18.78,0.0,44.5,7.05,2.49,225
RFS003,2024-06-23,15.79,84.3,43.9,6.87,14.9,337
RFS003,2024-06-30,14.53,0.0,38.8,7.49,2.07,255
RFS003,2024-07-07,19.14,0.0,40.4,6.84,2.0,231
RFS003,2024-07-14,15.38,197.0,40.2,7.48,11.25,365
RFS003,2024-07-21,15.66,0.0,42.1,7.23,2.58,249
RFS003,2024-07-28,17.34,38.9,39.8,7.08,5.26,428
RFS003,2024-08-04,14.78,23.1,41.0,7.12,3.1,314
RFS003,2024-08-11,13.71,39.4,38.3,7.17,6.43,377
RFS003,2024-08-18,15.55,31.1,33.4,7.19,6.22,335
RFS003,2024-08-25,15.8,73.0,30.0,7.19,6.46,278
RFS003,2024-09-01,14.46,13.9,30.4,6.94,4.74,298
RFS003,2024-09-08,16.9,0.0,30.7,7.41,2.44,429
RFS003,2024-09-15,18.69,177.9,28.2,7.2,9.76,218
RFS003,2024-09-22,15.87,16.8,25.3,7.18,3.71,266
RFS003,2024-09-29,12.84,34.2,29.1,6.89,4.86,228
RFS003,2024-10-06,22.05,0.0,25.9,7.57,2.06,414
RFS003,2024-10-13,20.52,0.0,23.9,7.39,2.53,437
RFS003,2024-10-20,21.45,16.8,23.7,7.51,3.77,255
RFS003,2024-10-27,22.26,7.7,22.2,7.06,2.08,305
RFS003,2024-11-03,20.56,0.0,15.5,7.45,2.01,208
RFS003,2024-11-10,20.54,13.0,14.2,7.43,3.32,262
RFS003,2024-11-17,22.0,0.0,14.7,7.43,2.87,271
RFS003,2024-11-24,22.46,39.1,18.1,7.25,3.91,269
RFS003,2024-12-01,20.94,0.0,10.5,7.24,2.31,358
RFS003,2024-12-08,20.62,0.0,8.0,7.35,2.16,211
RFS003,2024-12-15,20.4,0.0,8.0,7.0,2.47,200
RFS003,2024-12-22,20.45,0.0,10.1,7.34,2.05,214
RFS003,2024-12-29,21.33,5.1,8.0,6.89,2.61,319
RFS003,2025-01-05,20.82,0.0,8.0,7.24,2.52,328
RFS003,2025-01-12,20.36,20.4,8.0,7.2,4.2,295
RFS003,2025-01-19,21.0,0.0,8.0,7.2,2.13,245
RFS003,2025-01-26,19.95,0.0,12.9,7.43,2.97,238
RFS003,2025-02-02,20.04,0.0,13.0,7.27,2.12,414
RFS003,2025-02-09,20.54,0.0,13.0,7.27,2.78,224
RFS003,2025-02-16,21.17,0.0,13.8,7.47,2.57,346
RFS003,2025-02-23,20.79,0.0,13.6,7.22,2.75,232
RFS003,2025-03-02,24.17,0.0,21.4,7.07,2.62,417
RFS003,2025-03-09,25.4,0.0,24.4,7.28,2.96,208
RFS003,2025-03-16,21.89,0.0,28.1,7.08,2.77,329
